cassava4.1_000001m	GO:0008270,GO:0004842
cassava4.1_004293m	GO:0008762,GO:0016491,GO:0050660,GO:0055114,GO:0016020,GO:0003885
cassava4.1_004294m	GO:0005515
cassava4.1_004295m	
cassava4.1_004296m	GO:0016705,GO:0016117
cassava4.1_004297m	
cassava4.1_004298m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004299m	
cassava4.1_004300m	GO:0042578
cassava4.1_004301m	GO:0005515
cassava4.1_004302m	GO:0005097,GO:0032313,GO:0005622
cassava4.1_004303m	
cassava4.1_004304m	
cassava4.1_004305m	GO:0005515
cassava4.1_004306m	GO:0000166,GO:0005524,GO:0016876,GO:0043039,GO:0005737
cassava4.1_004307m	
cassava4.1_004308m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004309m	GO:0005515
cassava4.1_004310m	GO:0005215,GO:0006857,GO:0016020
cassava4.1_004311m	
cassava4.1_004312m	
cassava4.1_004313m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004314m	GO:0000287,GO:0004743,GO:0030955,GO:0006096
cassava4.1_004315m	
cassava4.1_004316m	
cassava4.1_004317m	GO:0000156,GO:0000160,GO:0006355,GO:0003677
cassava4.1_004318m	
cassava4.1_004319m	GO:0003676,GO:0008270
cassava4.1_004320m	GO:0003677,GO:0006351
cassava4.1_004321m	GO:0000166,GO:0046872
cassava4.1_004322m	
cassava4.1_004323m	GO:0004871,GO:0009416
cassava4.1_004324m	GO:0005730,GO:0005622,GO:0042254,GO:0008283
cassava4.1_004325m	GO:0016161,GO:0000272
cassava4.1_004326m	GO:0004519
cassava4.1_004327m	GO:0016787
cassava4.1_004328m	GO:0016702,GO:0046872,GO:0055114,GO:0005515
cassava4.1_004329m	GO:0005634
cassava4.1_004330m	GO:0008107,GO:0042546,GO:0016020
cassava4.1_004331m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_004332m	GO:0016868,GO:0005975
cassava4.1_004333m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004334m	
cassava4.1_004335m	
cassava4.1_004336m	GO:0016868,GO:0005975
cassava4.1_004337m	
cassava4.1_004338m	GO:0008107,GO:0042546,GO:0016020
cassava4.1_004339m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_004340m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004341m	
cassava4.1_004342m	GO:0016491,GO:0050660,GO:0055114,GO:0045454,GO:0005737
cassava4.1_004343m	GO:0016491,GO:0050660,GO:0055114
cassava4.1_004344m	GO:0031072
cassava4.1_004345m	GO:0016161,GO:0000272
cassava4.1_004346m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004347m	GO:0005515
cassava4.1_004348m	GO:0003677,GO:0006355
cassava4.1_004349m	
cassava4.1_004350m	GO:0005515
cassava4.1_004351m	GO:0003676,GO:0008270
cassava4.1_004352m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004353m	
cassava4.1_004354m	GO:0008270,GO:0005622
cassava4.1_004355m	GO:0008107,GO:0042546,GO:0016020
cassava4.1_004356m	GO:0005215,GO:0006857,GO:0016020
cassava4.1_004357m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_004358m	GO:0005515
cassava4.1_004359m	GO:0016491,GO:0055114
cassava4.1_004360m	GO:0004222,GO:0008270,GO:0006508
cassava4.1_004361m	GO:0016491,GO:0055114
cassava4.1_004362m	GO:0004612,GO:0005524,GO:0006094
cassava4.1_004363m	GO:0005515
cassava4.1_004364m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_004365m	
cassava4.1_004366m	GO:0003824,GO:0043169,GO:0005975,GO:0004553
cassava4.1_004367m	GO:0003824,GO:0008152
cassava4.1_004368m	
cassava4.1_004369m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_004370m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004371m	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
cassava4.1_004372m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_004373m	GO:0003913,GO:0006281
cassava4.1_004374m	
cassava4.1_004375m	
cassava4.1_004376m	
cassava4.1_004377m	GO:0003677,GO:0005524,GO:0003676,GO:0004386
cassava4.1_004378m	GO:0008168,GO:0003723,GO:0008173,GO:0006396
cassava4.1_004379m	GO:0005315,GO:0006817,GO:0016020
cassava4.1_004380m	GO:0003824,GO:0005515
cassava4.1_004381m	GO:0008270
cassava4.1_004382m	
cassava4.1_004383m	
cassava4.1_004384m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004385m	
cassava4.1_004386m	GO:0003677,GO:0006355
cassava4.1_004387m	
cassava4.1_004388m	
cassava4.1_004389m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004390m	GO:0005515,GO:0042802
cassava4.1_004391m	
cassava4.1_004392m	
cassava4.1_004393m	
cassava4.1_004394m	
cassava4.1_004395m	GO:0003676,GO:0008270
cassava4.1_004396m	GO:0000287,GO:0004743,GO:0030955,GO:0006096
cassava4.1_004397m	GO:0005515
cassava4.1_004398m	GO:0016787
cassava4.1_004399m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_004400m	GO:0000287,GO:0004743,GO:0030955,GO:0006096
cassava4.1_004401m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004402m	GO:0008219,GO:0016021
cassava4.1_004403m	
cassava4.1_004404m	GO:0030246,GO:0004553,GO:0005975
cassava4.1_004405m	GO:0000287,GO:0004743,GO:0030955,GO:0006096
cassava4.1_004406m	GO:0004553,GO:0004563,GO:0005975
cassava4.1_004407m	GO:0005515
cassava4.1_004408m	
cassava4.1_004409m	GO:0005515
cassava4.1_004410m	GO:0005515
cassava4.1_004411m	
cassava4.1_004412m	GO:0008107,GO:0042546,GO:0016020
cassava4.1_004413m	GO:0003723
cassava4.1_004414m	
cassava4.1_004415m	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737,GO:0003676
cassava4.1_004416m	
cassava4.1_004417m	GO:0005515
cassava4.1_004418m	GO:0005515
cassava4.1_004419m	GO:0016021,GO:0042765
cassava4.1_004420m	GO:0005524
cassava4.1_004421m	GO:0005515
cassava4.1_004422m	GO:0005515,GO:0030071,GO:0005680
cassava4.1_004423m	GO:0005524
cassava4.1_004424m	GO:0005634
cassava4.1_004425m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_004426m	GO:0015299,GO:0006812,GO:0055085,GO:0016021
cassava4.1_004427m	
cassava4.1_004428m	GO:0004672,GO:0005524,GO:0006468,GO:0016597,GO:0008152
cassava4.1_004429m	GO:0004571,GO:0005509,GO:0016020
cassava4.1_004430m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004431m	GO:0003824,GO:0043169,GO:0005975,GO:0004553
cassava4.1_004432m	GO:0004672,GO:0005524,GO:0006468,GO:0016597,GO:0008152
cassava4.1_004433m	
cassava4.1_004434m	
cassava4.1_004435m	GO:0016833,GO:0009058
cassava4.1_004436m	
cassava4.1_004437m	GO:0005524,GO:0016773,GO:0006139
cassava4.1_004438m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004439m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004440m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004441m	GO:0005515
cassava4.1_004442m	
cassava4.1_004443m	GO:0008270,GO:0005622
cassava4.1_004444m	GO:0022857,GO:0055085,GO:0016021
cassava4.1_004445m	GO:0016614,GO:0050660,GO:0055114
cassava4.1_004446m	
cassava4.1_004447m	GO:0000166,GO:0004817,GO:0005524,GO:0006423,GO:0005737,GO:0006412
cassava4.1_004448m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004449m	
cassava4.1_004450m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004451m	
cassava4.1_004452m	GO:0005515,GO:0004871,GO:0009416
cassava4.1_004453m	GO:0005515
cassava4.1_004454m	GO:0031072,GO:0005515
cassava4.1_004455m	GO:0015299,GO:0006812,GO:0055085,GO:0016021
cassava4.1_004456m	GO:0003725,GO:0005622
cassava4.1_004457m	GO:0000287,GO:0004743,GO:0030955,GO:0006096
cassava4.1_004458m	GO:0005524,GO:0044267
cassava4.1_004459m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_004460m	GO:0003677,GO:0005524,GO:0003676,GO:0008270,GO:0016818
cassava4.1_004461m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_004462m	
cassava4.1_004463m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004464m	
cassava4.1_004465m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_004466m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004467m	
cassava4.1_004468m	GO:0005515
cassava4.1_004469m	
cassava4.1_004470m	
cassava4.1_004471m	GO:0005524,GO:0044267
cassava4.1_004472m	GO:0055085,GO:0016021
cassava4.1_004473m	GO:0016787
cassava4.1_004474m	
cassava4.1_004475m	
cassava4.1_004476m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004477m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004478m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004479m	
cassava4.1_004480m	GO:0005215,GO:0006814,GO:0055085,GO:0016020
cassava4.1_004481m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_004482m	
cassava4.1_004483m	GO:0016616,GO:0055114,GO:0051287
cassava4.1_004484m	
cassava4.1_004485m	
cassava4.1_004486m	
cassava4.1_004487m	GO:0015079,GO:0071805,GO:0016020
cassava4.1_004488m	GO:0015299,GO:0006812,GO:0055085,GO:0016021
cassava4.1_004489m	
cassava4.1_004490m	GO:0030170,GO:0006520
cassava4.1_004491m	GO:0004555,GO:0005991
cassava4.1_004492m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_004493m	GO:0003743,GO:0006413
cassava4.1_004494m	GO:0003676,GO:0008270
cassava4.1_004495m	
cassava4.1_004496m	GO:0005515
cassava4.1_004497m	
cassava4.1_004498m	GO:0003743,GO:0006413
cassava4.1_004499m	
cassava4.1_004500m	GO:0000166,GO:0005524,GO:0016876,GO:0043039,GO:0005737,GO:0004819,GO:0006425,GO:0004812,GO:0006418,GO:0006412
cassava4.1_004501m	GO:0005525,GO:0006614,GO:0008312,GO:0048500
cassava4.1_004502m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_004503m	
cassava4.1_004504m	GO:0003723
cassava4.1_004505m	GO:0005515,GO:0004871,GO:0009416
cassava4.1_004506m	GO:0016209,GO:0016491,GO:0055114,GO:0047134
cassava4.1_004507m	GO:0008219,GO:0016021
cassava4.1_004508m	GO:0005524,GO:0016887,GO:0016020
cassava4.1_004509m	
cassava4.1_004510m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004511m	
cassava4.1_004512m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004513m	GO:0016491,GO:0050660,GO:0055114,GO:0045454,GO:0005737
cassava4.1_004514m	GO:0005515
cassava4.1_004515m	
cassava4.1_004516m	GO:0005515
cassava4.1_004517m	
cassava4.1_004518m	GO:0004518,GO:0006281
cassava4.1_004519m	GO:0005089
cassava4.1_004520m	GO:0005515
cassava4.1_004521m	GO:0006355,GO:0005634,GO:0003677,GO:0009725
cassava4.1_004522m	GO:0005215,GO:0006814,GO:0055085,GO:0016020
cassava4.1_004523m	
cassava4.1_004524m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_004525m	GO:0005515
cassava4.1_004526m	
cassava4.1_004527m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_004528m	GO:0030528,GO:0006355
cassava4.1_004529m	GO:0009058
cassava4.1_004530m	GO:0004066,GO:0006529,GO:0008152
cassava4.1_004531m	
cassava4.1_004532m	
cassava4.1_004533m	GO:0006355,GO:0005634,GO:0003677,GO:0009725
cassava4.1_004534m	
cassava4.1_004535m	
cassava4.1_004536m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_004537m	
cassava4.1_004538m	GO:0030071,GO:0005680,GO:0005515
cassava4.1_004539m	
cassava4.1_004540m	GO:0005515
cassava4.1_004541m	
cassava4.1_004542m	GO:0005215,GO:0006814,GO:0055085,GO:0016020
cassava4.1_004543m	GO:0006457,GO:0005515
cassava4.1_004544m	GO:0016757,GO:0006506,GO:0031227
cassava4.1_004545m	GO:0003855,GO:0004764,GO:0055114,GO:0005737
cassava4.1_004546m	GO:0005515
cassava4.1_004547m	
cassava4.1_004548m	GO:0008270
cassava4.1_004549m	GO:0008107,GO:0042546,GO:0016020
cassava4.1_004550m	GO:0005524
cassava4.1_004551m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_004552m	GO:0046933,GO:0046961,GO:0015986,GO:0045261,GO:0005524,GO:0016820,GO:0015991,GO:0033178,GO:0015992,GO:0046034,GO:0016469
cassava4.1_004553m	
cassava4.1_004554m	GO:0006508,GO:0004190
cassava4.1_004555m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_004556m	
cassava4.1_004557m	GO:0004345,GO:0050661,GO:0006006,GO:0055114
cassava4.1_004558m	
cassava4.1_004559m	GO:0000166,GO:0046872,GO:0030001,GO:0003824,GO:0008152
cassava4.1_004560m	
cassava4.1_004561m	
cassava4.1_004562m	
cassava4.1_004563m	GO:0003676,GO:0008270
cassava4.1_004564m	
cassava4.1_004565m	GO:0016209,GO:0016491,GO:0055114,GO:0047134
cassava4.1_004566m	GO:0006810,GO:0055085,GO:0016020
cassava4.1_004567m	
cassava4.1_004568m	GO:0003676,GO:0008270
cassava4.1_004569m	GO:0005215,GO:0006857,GO:0016020,GO:0055085,GO:0016021
cassava4.1_004570m	GO:0006810,GO:0055085,GO:0016020,GO:0015171,GO:0003333
cassava4.1_004571m	
cassava4.1_004572m	GO:0006904,GO:0016192
cassava4.1_004573m	GO:0008762,GO:0016491,GO:0050660,GO:0055114,GO:0003824
cassava4.1_004574m	GO:0003676,GO:0008270
cassava4.1_004576m	
cassava4.1_004577m	GO:0004672,GO:0005524,GO:0006468,GO:0007165,GO:0005578,GO:0005509
cassava4.1_004578m	GO:0003676,GO:0005515
cassava4.1_004579m	GO:0016491,GO:0050660,GO:0055114,GO:0045454,GO:0005737
cassava4.1_004580m	GO:0003935,GO:0009231,GO:0008686
cassava4.1_004581m	GO:0004347,GO:0006094,GO:0006096
cassava4.1_004582m	
cassava4.1_004583m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004584m	
cassava4.1_004585m	
cassava4.1_004586m	
cassava4.1_004587m	GO:0003676,GO:0008270
cassava4.1_004588m	GO:0005515,GO:0008080
cassava4.1_004589m	
cassava4.1_004590m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004591m	
cassava4.1_004592m	GO:0004672,GO:0005524,GO:0006468,GO:0005515
cassava4.1_004593m	
cassava4.1_004594m	GO:0003723
cassava4.1_004595m	
cassava4.1_004596m	
cassava4.1_004597m	
cassava4.1_004598m	GO:0016884,GO:0006412,GO:0016874
cassava4.1_004599m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004600m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_004601m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004602m	GO:0006096,GO:0005945,GO:0003872
cassava4.1_004603m	
cassava4.1_004604m	GO:0005515,GO:0003677
cassava4.1_004605m	
cassava4.1_004606m	GO:0003677
cassava4.1_004607m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_004608m	
cassava4.1_004609m	
cassava4.1_004610m	GO:0005515
cassava4.1_004611m	
cassava4.1_004612m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004613m	
cassava4.1_004614m	GO:0016491,GO:0050660,GO:0055114,GO:0045454,GO:0005737
cassava4.1_004615m	GO:0005525,GO:0005622
cassava4.1_004616m	
cassava4.1_004617m	GO:0003824,GO:0051536,GO:0008080
cassava4.1_004618m	GO:0003677,GO:0006355
cassava4.1_004619m	GO:0009058
cassava4.1_004620m	
cassava4.1_004621m	GO:0005515,GO:0004842,GO:0016567,GO:0000151
cassava4.1_004622m	
cassava4.1_004623m	GO:0055085,GO:0016021
cassava4.1_004624m	GO:0005509
cassava4.1_004625m	
cassava4.1_004626m	GO:0003935,GO:0009231,GO:0008686
cassava4.1_004627m	
cassava4.1_004628m	GO:0005515
cassava4.1_004629m	GO:0004553,GO:0005975
cassava4.1_004630m	GO:0005524,GO:0016820,GO:0015991,GO:0033178,GO:0046933,GO:0046961,GO:0015992,GO:0046034,GO:0016469,GO:0016887,GO:0006200,GO:0006754,GO:0000275,GO:0045261,GO:0015986,GO:0008553
cassava4.1_004631m	GO:0003824,GO:0008152
cassava4.1_004632m	
cassava4.1_004633m	
cassava4.1_004634m	GO:0005515
cassava4.1_004635m	GO:0005634
cassava4.1_004636m	
cassava4.1_004637m	GO:0003824,GO:0005515
cassava4.1_004638m	GO:0005515
cassava4.1_004639m	GO:0003824,GO:0008152
cassava4.1_004640m	
cassava4.1_004641m	GO:0005515
cassava4.1_004642m	GO:0031072
cassava4.1_004643m	GO:0003824,GO:0008152
cassava4.1_004644m	GO:0004221,GO:0006511,GO:0008270
cassava4.1_004645m	
cassava4.1_004646m	
cassava4.1_004647m	
cassava4.1_004648m	
cassava4.1_004649m	GO:0005515
cassava4.1_004650m	
cassava4.1_004651m	GO:0016746,GO:0008152,GO:0008415
cassava4.1_004652m	GO:0005515
cassava4.1_004653m	GO:0030528,GO:0006355
cassava4.1_004654m	
cassava4.1_004655m	
cassava4.1_004656m	GO:0003824,GO:0008152
cassava4.1_004657m	GO:0016787
cassava4.1_004658m	GO:0003824,GO:0008152
cassava4.1_004659m	GO:0005515
cassava4.1_004660m	GO:0003824,GO:0008152
cassava4.1_004661m	GO:0003824,GO:0008152
cassava4.1_004662m	GO:0005515
cassava4.1_004663m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004664m	GO:0003824,GO:0008152
cassava4.1_004665m	
cassava4.1_004666m	GO:0003824,GO:0051536,GO:0008080
cassava4.1_004667m	GO:0016829,GO:0008152,GO:0000287,GO:0010333
cassava4.1_004668m	GO:0004579,GO:0006486,GO:0005783,GO:0016021
cassava4.1_004669m	GO:0005515
cassava4.1_004670m	GO:0008762,GO:0016491,GO:0050660,GO:0055114
cassava4.1_004671m	GO:0003676,GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
cassava4.1_004672m	GO:0003676,GO:0008270,GO:0005515
cassava4.1_004673m	
cassava4.1_004674m	GO:0005515
cassava4.1_004675m	GO:0004564,GO:0004575
cassava4.1_004676m	GO:0030528,GO:0006355
cassava4.1_004677m	GO:0004363,GO:0005524,GO:0006750
cassava4.1_004678m	GO:0004789,GO:0009228
cassava4.1_004679m	GO:0005543
cassava4.1_004680m	GO:0004143,GO:0007205
cassava4.1_004681m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004682m	
cassava4.1_004683m	GO:0016772,GO:0016020
cassava4.1_004684m	
cassava4.1_004685m	GO:0030528,GO:0006355
cassava4.1_004686m	GO:0005524,GO:0044267
cassava4.1_004687m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004688m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004689m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004690m	GO:0016491
cassava4.1_004691m	
cassava4.1_004692m	
cassava4.1_004693m	
cassava4.1_004694m	GO:0005515
cassava4.1_004695m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004696m	GO:0004553,GO:0005975
cassava4.1_004697m	
cassava4.1_004698m	
cassava4.1_004699m	
cassava4.1_004700m	
cassava4.1_004701m	GO:0008883,GO:0050661,GO:0033014,GO:0055114,GO:0016491,GO:0005737,GO:0004764
cassava4.1_004702m	GO:0016868,GO:0005975
cassava4.1_004703m	GO:0005543
cassava4.1_004704m	
cassava4.1_004705m	
cassava4.1_004706m	GO:0006457,GO:0005515
cassava4.1_004707m	GO:0003677,GO:0006355,GO:0009725,GO:0005634
cassava4.1_004708m	GO:0003883,GO:0006221
cassava4.1_004709m	
cassava4.1_004710m	GO:0008270,GO:0005622
cassava4.1_004711m	GO:0004221,GO:0006511,GO:0008270
cassava4.1_004712m	GO:0016757
cassava4.1_004713m	GO:0003723,GO:0003676
cassava4.1_004714m	GO:0004177,GO:0006508,GO:0005622
cassava4.1_004715m	GO:0004672,GO:0005524,GO:0006468,GO:0016998
cassava4.1_004716m	GO:0003677,GO:0006355,GO:0009725,GO:0005634
cassava4.1_004717m	GO:0004645,GO:0005975
cassava4.1_004718m	GO:0019867
cassava4.1_004719m	
cassava4.1_004720m	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0005783
cassava4.1_004721m	
cassava4.1_004722m	GO:0005515
cassava4.1_004723m	GO:0003824,GO:0008152
cassava4.1_004724m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_004725m	GO:0016757
cassava4.1_004726m	GO:0005524,GO:0016820,GO:0015991,GO:0033178,GO:0046933,GO:0046961,GO:0015992,GO:0046034,GO:0016469,GO:0016887,GO:0006200,GO:0006754,GO:0000275,GO:0045261,GO:0015986,GO:0008553
cassava4.1_004727m	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0005783
cassava4.1_004728m	GO:0005524,GO:0016820,GO:0015991,GO:0033178,GO:0046933,GO:0046961,GO:0015992,GO:0046034,GO:0016469
cassava4.1_004729m	GO:0005515
cassava4.1_004730m	
cassava4.1_004731m	
cassava4.1_004732m	GO:0005515
cassava4.1_004733m	GO:0003824,GO:0046872,GO:0004619,GO:0030145,GO:0006007,GO:0005737
cassava4.1_004734m	GO:0003700,GO:0006355
cassava4.1_004735m	
cassava4.1_004736m	GO:0003824,GO:0046872,GO:0004619,GO:0030145,GO:0006007,GO:0005737
cassava4.1_004737m	
cassava4.1_004738m	GO:0004221,GO:0006511
cassava4.1_004739m	GO:0005525,GO:0005622
cassava4.1_004740m	GO:0004516,GO:0009435,GO:0005737,GO:0019363
cassava4.1_004741m	GO:0016491,GO:0050660,GO:0055114
cassava4.1_004742m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004743m	GO:0003824,GO:0046872,GO:0004619,GO:0030145,GO:0006007,GO:0005737
cassava4.1_004744m	GO:0003824,GO:0008152
cassava4.1_004745m	GO:0004619,GO:0030145,GO:0006007,GO:0005737,GO:0003824,GO:0046872
cassava4.1_004746m	GO:0005515,GO:0042802
cassava4.1_004747m	
cassava4.1_004748m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004749m	GO:0016491,GO:0050660,GO:0045454,GO:0055114,GO:0005737
cassava4.1_004750m	GO:0003824,GO:0046872,GO:0004619,GO:0030145,GO:0006007,GO:0005737
cassava4.1_004751m	
cassava4.1_004752m	
cassava4.1_004753m	GO:0016491,GO:0055114
cassava4.1_004754m	GO:0016491,GO:0050660,GO:0055114,GO:0045454,GO:0005737
cassava4.1_004755m	GO:0005515
cassava4.1_004756m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004757m	GO:0005524,GO:0016874,GO:0009058,GO:0009396,GO:0004326
cassava4.1_004758m	GO:0008270
cassava4.1_004759m	GO:0003824,GO:0005524
cassava4.1_004760m	
cassava4.1_004761m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004762m	
cassava4.1_004763m	
cassava4.1_004764m	
cassava4.1_004765m	
cassava4.1_004766m	GO:0042802
cassava4.1_004767m	
cassava4.1_004768m	GO:0004372,GO:0006544,GO:0006563
cassava4.1_004769m	
cassava4.1_004770m	
cassava4.1_004771m	GO:0043169,GO:0005975,GO:0003824
cassava4.1_004772m	
cassava4.1_004773m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004774m	
cassava4.1_004775m	GO:0005525
cassava4.1_004776m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_004777m	GO:0008270,GO:0005515,GO:0003677
cassava4.1_004778m	GO:0016773,GO:0005975
cassava4.1_004779m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004780m	
cassava4.1_004781m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_004782m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_004783m	
cassava4.1_004784m	GO:0005507,GO:0016491,GO:0055114
cassava4.1_004785m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004786m	
cassava4.1_004787m	GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020
cassava4.1_004788m	
cassava4.1_004789m	GO:0006096,GO:0005945,GO:0003872
cassava4.1_004790m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004791m	GO:0003824,GO:0008152
cassava4.1_004792m	GO:0005215,GO:0006810,GO:0016020
cassava4.1_004793m	GO:0008219,GO:0016021
cassava4.1_004794m	GO:0005515
cassava4.1_004795m	
cassava4.1_004796m	GO:0003743,GO:0006413
cassava4.1_004797m	GO:0005515,GO:0035091,GO:0007154
cassava4.1_004798m	GO:0003676,GO:0005524,GO:0008026,GO:0004386
cassava4.1_004799m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004800m	GO:0005524,GO:0044267,GO:0051082,GO:0006457
cassava4.1_004801m	GO:0010044
cassava4.1_004802m	GO:0003824,GO:0008152
cassava4.1_004803m	
cassava4.1_004804m	
cassava4.1_004805m	GO:0005097,GO:0032313,GO:0005622
cassava4.1_004806m	
cassava4.1_004807m	GO:0016491,GO:0055114,GO:0005507
cassava4.1_004808m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_004809m	
cassava4.1_004810m	GO:0030528,GO:0006355
cassava4.1_004811m	GO:0003676
cassava4.1_004812m	
cassava4.1_004813m	
cassava4.1_004814m	GO:0045454
cassava4.1_004815m	
cassava4.1_004816m	GO:0003677
cassava4.1_004817m	GO:0008652,GO:0016597,GO:0008152
cassava4.1_004818m	
cassava4.1_004819m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_004820m	GO:0005515
cassava4.1_004821m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_004822m	GO:0022857,GO:0055085,GO:0016021
cassava4.1_004823m	GO:0008219,GO:0016021
cassava4.1_004824m	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737,GO:0003676
cassava4.1_004825m	GO:0003824,GO:0008152
cassava4.1_004826m	GO:0008270,GO:0005622
cassava4.1_004827m	GO:0030599,GO:0042545,GO:0005618,GO:0004857
cassava4.1_004828m	GO:0005515
cassava4.1_004829m	
cassava4.1_004830m	
cassava4.1_004831m	GO:0055114,GO:0016491,GO:0008152
cassava4.1_004832m	GO:0030170,GO:0006520
cassava4.1_004833m	
cassava4.1_004834m	GO:0005515
cassava4.1_004835m	
cassava4.1_004836m	GO:0006891,GO:0030173
