Ciclev10000001m	GO:0005515,GO:0016881,GO:0006464,GO:0005622
Ciclev10008931m	
Ciclev10008932m	
Ciclev10008933m	GO:0016021,GO:0004659
Ciclev10008934m	
Ciclev10008935m	GO:0006355,GO:0005634
Ciclev10008936m	GO:0008299
Ciclev10008937m	GO:0003676
Ciclev10008938m	GO:0003676
Ciclev10008939m	GO:0008408,GO:0006139,GO:0005622,GO:0003676,GO:0003723
Ciclev10008940m	GO:0008152,GO:0003824
Ciclev10008941m	
Ciclev10008942m	GO:0003824
Ciclev10008943m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10008944m	GO:0045454,GO:0015035,GO:0009055
Ciclev10008945m	
Ciclev10008946m	GO:0008270
Ciclev10008947m	
Ciclev10008948m	
Ciclev10008949m	GO:0008270
Ciclev10008950m	GO:0006468,GO:0005524,GO:0004672
Ciclev10008951m	GO:0005975,GO:0004553,GO:0048046,GO:0016762,GO:0006073,GO:0005618
Ciclev10008952m	GO:0016021
Ciclev10008953m	
Ciclev10008954m	
Ciclev10008955m	
Ciclev10008956m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10008957m	
Ciclev10008958m	
Ciclev10008959m	GO:0008236,GO:0006508
Ciclev10008960m	GO:0008236,GO:0006508
Ciclev10008961m	GO:0006096,GO:0004332
Ciclev10008962m	GO:0055114,GO:0050113,GO:0019310,GO:0005737,GO:0005506
Ciclev10008963m	GO:0008236,GO:0006508
Ciclev10008964m	GO:0016853,GO:0005975
Ciclev10008965m	GO:0016853,GO:0005975
Ciclev10008966m	GO:0005515
Ciclev10008967m	
Ciclev10008968m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10008969m	
Ciclev10008970m	GO:0005634,GO:0005737
Ciclev10008971m	
Ciclev10008972m	
Ciclev10008973m	GO:0016757
Ciclev10008974m	GO:0016020,GO:0008378,GO:0006486
Ciclev10008975m	GO:0008415,GO:0008152
Ciclev10008976m	
Ciclev10008977m	
Ciclev10008978m	GO:0016021,GO:0004659
Ciclev10008979m	GO:0005515
Ciclev10008980m	
Ciclev10008981m	GO:0016853,GO:0005975,GO:0019318
Ciclev10008982m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10008983m	GO:0008415,GO:0008152
Ciclev10008984m	
Ciclev10008985m	GO:0005515
Ciclev10008986m	
Ciclev10008987m	
Ciclev10008988m	
Ciclev10008989m	
Ciclev10008990m	
Ciclev10008991m	GO:0005524,GO:0009029,GO:0009245
Ciclev10008992m	GO:0007205,GO:0004143
Ciclev10008993m	GO:0016491
Ciclev10008994m	GO:0008168,GO:0008152
Ciclev10008995m	GO:0016787,GO:0008152
Ciclev10008996m	GO:0005515
Ciclev10008997m	GO:0016773
Ciclev10008998m	GO:0016773
Ciclev10008999m	
Ciclev10009000m	GO:0005622,GO:0005525
Ciclev10009001m	
Ciclev10009002m	GO:0055114,GO:0016491,GO:0008270
Ciclev10009003m	
Ciclev10009004m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10009005m	
Ciclev10009006m	GO:0008168,GO:0005737
Ciclev10009007m	
Ciclev10009008m	
Ciclev10009009m	GO:0006457,GO:0003755
Ciclev10009010m	
Ciclev10009011m	
Ciclev10009012m	GO:0016787
Ciclev10009013m	
Ciclev10009014m	
Ciclev10009015m	
Ciclev10009016m	
Ciclev10009017m	GO:0016020
Ciclev10009018m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009019m	
Ciclev10009020m	GO:0055085,GO:0022857,GO:0016021
Ciclev10009021m	GO:0050662,GO:0044237,GO:0003824
Ciclev10009022m	GO:0016301,GO:0008152,GO:0005524,GO:0016773
Ciclev10009023m	GO:0055085,GO:0022857,GO:0016021
Ciclev10009024m	
Ciclev10009025m	GO:0005515
Ciclev10009026m	
Ciclev10009027m	GO:0008152,GO:0003824
Ciclev10009028m	
Ciclev10009029m	
Ciclev10009030m	
Ciclev10009031m	GO:0006355,GO:0006281,GO:0005634,GO:0003702
Ciclev10009032m	
Ciclev10009033m	
Ciclev10009034m	GO:0008276,GO:0006479,GO:0005737
Ciclev10009035m	GO:0006355,GO:0006281,GO:0005634,GO:0003702
Ciclev10009036m	
Ciclev10009037m	GO:0016491
Ciclev10009038m	GO:0003723
Ciclev10009039m	GO:0016772,GO:0006388
Ciclev10009040m	GO:0016772,GO:0006388
Ciclev10009041m	
Ciclev10009042m	GO:0016491
Ciclev10009043m	GO:0016772,GO:0006388
Ciclev10009044m	GO:0016772,GO:0006388
Ciclev10009045m	
Ciclev10009046m	
Ciclev10009047m	GO:0003824
Ciclev10009048m	GO:0045454,GO:0015035,GO:0009055
Ciclev10009049m	GO:0016491,GO:0006631
Ciclev10009050m	
Ciclev10009051m	GO:0007031,GO:0005779
Ciclev10009052m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009053m	GO:0046872
Ciclev10009054m	
Ciclev10009055m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10009056m	GO:0016810,GO:0006807
Ciclev10009057m	
Ciclev10009058m	GO:0046983,GO:0043565,GO:0006355,GO:0003700
Ciclev10009059m	
Ciclev10009060m	GO:0051301,GO:0007059,GO:0005634,GO:0000775
Ciclev10009061m	GO:0009103
Ciclev10009062m	
Ciclev10009063m	GO:0009001,GO:0006535,GO:0005737
Ciclev10009064m	
Ciclev10009065m	
Ciclev10009066m	
Ciclev10009067m	GO:0008168,GO:0008152
Ciclev10009068m	
Ciclev10009069m	GO:0016021
Ciclev10009070m	GO:0006355,GO:0005634
Ciclev10009071m	
Ciclev10009072m	
Ciclev10009073m	
Ciclev10009074m	
Ciclev10009075m	GO:0003824
Ciclev10009076m	GO:0003824
Ciclev10009077m	
Ciclev10009078m	GO:0008610
Ciclev10009079m	GO:0005515
Ciclev10009080m	GO:0016787
Ciclev10009081m	GO:0008168,GO:0008152
Ciclev10009082m	
Ciclev10009083m	
Ciclev10009084m	GO:0005515
Ciclev10009085m	GO:0008168,GO:0008152
Ciclev10009086m	
Ciclev10009087m	
Ciclev10009088m	GO:0008168,GO:0008152
Ciclev10009089m	
Ciclev10009090m	
Ciclev10009091m	GO:0008168,GO:0008152
Ciclev10009092m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009093m	GO:0003824
Ciclev10009094m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009095m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009096m	
Ciclev10009097m	
Ciclev10009098m	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509
Ciclev10009099m	
Ciclev10009100m	
Ciclev10009101m	GO:0008168
Ciclev10009102m	
Ciclev10009103m	
Ciclev10009104m	GO:0006281,GO:0004519
Ciclev10009105m	GO:0008168
Ciclev10009106m	
Ciclev10009107m	GO:0003824
Ciclev10009108m	GO:0055114,GO:0050661,GO:0050660,GO:0004499
Ciclev10009109m	GO:0005515
Ciclev10009110m	GO:0003824
Ciclev10009111m	GO:0050662,GO:0044237,GO:0003824
Ciclev10009112m	
Ciclev10009113m	
Ciclev10009114m	GO:0055114,GO:0006788,GO:0004392
Ciclev10009115m	
Ciclev10009116m	
Ciclev10009117m	GO:0016020
Ciclev10009118m	GO:0005975,GO:0004553,GO:0048046,GO:0016762,GO:0006073,GO:0005618
Ciclev10009119m	GO:0005975,GO:0004553,GO:0048046,GO:0016762,GO:0006073,GO:0005618
Ciclev10009120m	GO:0043565,GO:0006355,GO:0003700
Ciclev10009121m	GO:0006334,GO:0005634
Ciclev10009122m	GO:0007264,GO:0005622,GO:0005525
Ciclev10009123m	GO:0008138,GO:0006470
Ciclev10009124m	
Ciclev10009125m	
Ciclev10009126m	GO:0016810,GO:0006807
Ciclev10009127m	
Ciclev10009128m	
Ciclev10009129m	
Ciclev10009130m	GO:0016773
Ciclev10009131m	GO:0016773
Ciclev10009132m	GO:0016773
Ciclev10009133m	GO:0003824
Ciclev10009134m	GO:0009103
Ciclev10009135m	GO:0008152,GO:0008080
Ciclev10009136m	
Ciclev10009137m	GO:0005515
Ciclev10009138m	GO:0006355,GO:0003700
Ciclev10009139m	GO:0003676
Ciclev10009140m	
Ciclev10009141m	GO:0016020
Ciclev10009142m	
Ciclev10009143m	
Ciclev10009144m	
Ciclev10009145m	
Ciclev10009146m	GO:0016020,GO:0008233,GO:0006465
Ciclev10009147m	
Ciclev10009148m	GO:0006334,GO:0005634
Ciclev10009149m	GO:0055114,GO:0017004,GO:0016020
Ciclev10009150m	GO:0016853,GO:0005975,GO:0019318
Ciclev10009151m	
Ciclev10009152m	
Ciclev10009153m	
Ciclev10009154m	
Ciclev10009155m	GO:0005515
Ciclev10009156m	GO:0005515
Ciclev10009157m	
Ciclev10009158m	GO:0006355,GO:0005634
Ciclev10009159m	GO:0005634
Ciclev10009160m	GO:0008270
Ciclev10009161m	GO:0005515
Ciclev10009162m	GO:0006412,GO:0005840,GO:0003735
Ciclev10009163m	GO:0055085,GO:0044070,GO:0008308,GO:0006820,GO:0005741
Ciclev10009164m	
Ciclev10009165m	GO:0003743,GO:0006413
Ciclev10009166m	
Ciclev10009167m	
Ciclev10009168m	
Ciclev10009169m	GO:0006334,GO:0005634,GO:0003677,GO:0000786
Ciclev10009170m	GO:0005515
Ciclev10009171m	
Ciclev10009172m	GO:0005975,GO:0004553,GO:0048046,GO:0016762,GO:0006073,GO:0005618
Ciclev10009173m	GO:0006334,GO:0005634,GO:0003677,GO:0000786
Ciclev10009174m	
Ciclev10009175m	
Ciclev10009176m	
Ciclev10009177m	GO:0008276,GO:0006479,GO:0005737
Ciclev10009178m	GO:0016811,GO:0016021,GO:0006672
Ciclev10009179m	
Ciclev10009180m	GO:0016021
Ciclev10009181m	GO:0008725,GO:0006284
Ciclev10009182m	GO:0008725,GO:0006284
Ciclev10009183m	
Ciclev10009184m	GO:0005488
Ciclev10009185m	
Ciclev10009186m	GO:0016887,GO:0005524
Ciclev10009187m	GO:0017004,GO:0055114,GO:0016020
Ciclev10009188m	
Ciclev10009189m	
Ciclev10009190m	
Ciclev10009191m	GO:0046417,GO:0009073,GO:0004106
Ciclev10009192m	GO:0008152,GO:0003824
Ciclev10009193m	GO:0016021
Ciclev10009194m	GO:0005488
Ciclev10009195m	GO:0016020
Ciclev10009196m	GO:0003824
Ciclev10009197m	
Ciclev10009198m	GO:0016020,GO:0009765
Ciclev10009199m	
Ciclev10009200m	
Ciclev10009201m	GO:0005515
Ciclev10009202m	
Ciclev10009203m	GO:0005198
Ciclev10009204m	GO:0016791
Ciclev10009205m	GO:0016020,GO:0009765
Ciclev10009206m	GO:0003676
Ciclev10009207m	
Ciclev10009208m	GO:0008236,GO:0006508
Ciclev10009209m	
Ciclev10009210m	
Ciclev10009211m	GO:0016020,GO:0009765
Ciclev10009212m	GO:0006915,GO:0005524
Ciclev10009213m	
Ciclev10009214m	GO:0007059,GO:0051301,GO:0000775,GO:0005634
Ciclev10009215m	GO:0051301,GO:0007059,GO:0005634,GO:0000775
Ciclev10009216m	
Ciclev10009217m	
Ciclev10009218m	GO:0016491,GO:0008152
Ciclev10009219m	
Ciclev10009220m	GO:0005515
Ciclev10009221m	
Ciclev10009222m	GO:0003993
Ciclev10009223m	GO:0005488
Ciclev10009224m	
Ciclev10009225m	
Ciclev10009226m	GO:0008415,GO:0008152
Ciclev10009227m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10009228m	
Ciclev10009229m	
Ciclev10009230m	
Ciclev10009231m	
Ciclev10009232m	
Ciclev10009233m	
Ciclev10009234m	
Ciclev10009235m	
Ciclev10009236m	
Ciclev10009237m	
Ciclev10009238m	
Ciclev10009239m	
Ciclev10009240m	GO:0042626,GO:0046961,GO:0015991,GO:0033178
Ciclev10009241m	
Ciclev10009242m	
Ciclev10009243m	GO:0006457
Ciclev10009244m	
Ciclev10009245m	GO:0006355,GO:0005634
Ciclev10009246m	
Ciclev10009247m	
Ciclev10009248m	
Ciclev10009249m	
Ciclev10009250m	GO:0043565,GO:0006355,GO:0003700
Ciclev10009251m	
Ciclev10009252m	
Ciclev10009253m	GO:0016773
Ciclev10009254m	
Ciclev10009255m	GO:0016787
Ciclev10009256m	
Ciclev10009257m	GO:0046872,GO:0008081
Ciclev10009258m	GO:0016787
Ciclev10009259m	GO:0016787
Ciclev10009260m	
Ciclev10009261m	
Ciclev10009262m	GO:0003723
Ciclev10009263m	
Ciclev10009264m	GO:0016020
Ciclev10009265m	GO:0008276,GO:0006479,GO:0005737,GO:0008168
Ciclev10009266m	GO:0008276,GO:0006479,GO:0005737,GO:0008168
Ciclev10009267m	GO:0003824
Ciclev10009268m	GO:0008168,GO:0008276,GO:0006479,GO:0005737
Ciclev10009269m	
Ciclev10009270m	GO:0046417,GO:0009073,GO:0004106
Ciclev10009271m	GO:0008152,GO:0008080
Ciclev10009272m	GO:0005515
Ciclev10009273m	
Ciclev10009274m	GO:0016021,GO:0004659
Ciclev10009275m	GO:0008270
Ciclev10009276m	GO:0008415,GO:0008152
Ciclev10009277m	GO:0008176,GO:0006400
Ciclev10009278m	GO:0006457,GO:0005737
Ciclev10009279m	GO:0008176,GO:0006400
Ciclev10009280m	GO:0008176,GO:0006400
Ciclev10009281m	GO:0006457,GO:0005737
Ciclev10009282m	
Ciclev10009283m	
Ciclev10009284m	
Ciclev10009285m	GO:0030528,GO:0006355
Ciclev10009286m	
Ciclev10009287m	
Ciclev10009288m	
Ciclev10009289m	GO:0016773
Ciclev10009290m	GO:0006355,GO:0005634
Ciclev10009291m	
Ciclev10009292m	GO:0008299
Ciclev10009293m	GO:0003676
Ciclev10009294m	GO:0016020,GO:0006810,GO:0005215
Ciclev10009295m	GO:0005515,GO:0048193,GO:0016020
Ciclev10009296m	GO:0016491
Ciclev10009297m	GO:0030528,GO:0006355
Ciclev10009298m	
Ciclev10009299m	GO:0051603,GO:0005839,GO:0004298
Ciclev10009300m	GO:0006281,GO:0004519
Ciclev10009301m	
Ciclev10009302m	
Ciclev10009303m	
Ciclev10009304m	GO:0055114,GO:0006979,GO:0004602
Ciclev10009305m	GO:0003702,GO:0006281,GO:0006355,GO:0005634
Ciclev10009306m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009307m	
Ciclev10009308m	
Ciclev10009309m	GO:0016020,GO:0008233,GO:0006465
Ciclev10009310m	
Ciclev10009311m	GO:0020037
Ciclev10009312m	GO:0006412,GO:0005840,GO:0003735
Ciclev10009313m	
Ciclev10009314m	
Ciclev10009315m	GO:0006412,GO:0005840,GO:0003735
Ciclev10009316m	GO:0006468,GO:0005524,GO:0004672,GO:0004674
Ciclev10009317m	
Ciclev10009318m	
Ciclev10009319m	GO:0003676
Ciclev10009320m	
Ciclev10009321m	GO:0016021,GO:0004659
Ciclev10009322m	
Ciclev10009323m	
Ciclev10009324m	GO:0009507,GO:0005198
Ciclev10009325m	GO:0005759
Ciclev10009326m	GO:0003676
Ciclev10009327m	
Ciclev10009328m	
Ciclev10009329m	GO:0016779,GO:0009058,GO:0009435
Ciclev10009330m	GO:0055114,GO:0020037,GO:0006979,GO:0004601
Ciclev10009331m	
Ciclev10009332m	
Ciclev10009333m	GO:0005488
Ciclev10009334m	GO:0006950
Ciclev10009335m	GO:0008171
Ciclev10009336m	
Ciclev10009337m	GO:0008171
Ciclev10009338m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10009339m	GO:0008171
Ciclev10009340m	GO:0016773
Ciclev10009341m	GO:0009103
Ciclev10009342m	GO:0008171
Ciclev10009343m	GO:0008152,GO:0003824
Ciclev10009344m	
Ciclev10009345m	
Ciclev10009346m	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0003723
Ciclev10009347m	GO:0009103
Ciclev10009348m	GO:0003723
Ciclev10009349m	GO:0051603,GO:0005839,GO:0004298
Ciclev10009350m	
Ciclev10009351m	
Ciclev10009352m	
Ciclev10009353m	
Ciclev10009354m	GO:0030528,GO:0006355
Ciclev10009355m	
Ciclev10009356m	
Ciclev10009357m	
Ciclev10009358m	GO:0016491
Ciclev10009359m	
Ciclev10009360m	GO:0008270,GO:0016832,GO:0005975
Ciclev10009361m	GO:0006355,GO:0003700
Ciclev10009362m	
Ciclev10009363m	GO:0007264,GO:0005622,GO:0005525
Ciclev10009364m	GO:0005515
Ciclev10009365m	GO:0003723
Ciclev10009366m	GO:0006950
Ciclev10009367m	GO:0006950
Ciclev10009368m	GO:0007264,GO:0005622,GO:0005525
Ciclev10009369m	GO:0006413,GO:0005634,GO:0003743
Ciclev10009370m	GO:0006355,GO:0003700
Ciclev10009371m	GO:0016192,GO:0016021,GO:0006810
Ciclev10009372m	GO:0016021,GO:0004252,GO:0006508
Ciclev10009373m	GO:0045454,GO:0015035,GO:0009055,GO:0006662
Ciclev10009374m	GO:0016020
Ciclev10009375m	GO:0051536,GO:0016226,GO:0005506
Ciclev10009376m	
Ciclev10009377m	GO:0019843,GO:0006412,GO:0005840,GO:0003735
Ciclev10009378m	
Ciclev10009379m	
Ciclev10009380m	
Ciclev10009381m	GO:0046872,GO:0008081
Ciclev10009382m	GO:0016887,GO:0005524
Ciclev10009383m	
Ciclev10009384m	GO:0008168
Ciclev10009385m	
Ciclev10009386m	GO:0005681,GO:0000398
Ciclev10009387m	
Ciclev10009388m	
Ciclev10009389m	GO:0016773
Ciclev10009390m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10009391m	
Ciclev10009392m	
Ciclev10009393m	
Ciclev10009394m	
Ciclev10009395m	GO:0005515
Ciclev10009396m	GO:0015031,GO:0008565,GO:0005743
Ciclev10009397m	
Ciclev10009398m	
Ciclev10009399m	GO:0015031,GO:0008565,GO:0005743
Ciclev10009400m	
Ciclev10009401m	GO:0007017,GO:0005875
Ciclev10009402m	
Ciclev10009403m	GO:0016021
Ciclev10009404m	
Ciclev10009405m	
Ciclev10009406m	
Ciclev10009407m	
Ciclev10009408m	GO:0005515
Ciclev10009409m	
Ciclev10009410m	
Ciclev10009411m	GO:0015031
Ciclev10009412m	
Ciclev10009413m	
Ciclev10009414m	
Ciclev10009415m	
Ciclev10009416m	GO:0006457,GO:0005737
Ciclev10009417m	
Ciclev10009418m	GO:0015031,GO:0008565,GO:0005743
Ciclev10009419m	
Ciclev10009420m	GO:0009055,GO:0005507
Ciclev10009421m	
Ciclev10009422m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10009423m	
Ciclev10009424m	GO:0016020,GO:0008233,GO:0006465
Ciclev10009425m	GO:0006457
Ciclev10009426m	
Ciclev10009427m	
Ciclev10009428m	GO:0016192,GO:0016021
Ciclev10009429m	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509
Ciclev10009430m	
Ciclev10009431m	
Ciclev10009432m	
Ciclev10009433m	
Ciclev10009434m	GO:0006457
Ciclev10009435m	GO:0015078,GO:0015986,GO:0045263
Ciclev10009436m	GO:0016020
Ciclev10009437m	GO:0015031
Ciclev10009438m	
Ciclev10009439m	GO:0015031
Ciclev10009440m	GO:0016021
Ciclev10009441m	GO:0016787
Ciclev10009442m	
Ciclev10009443m	
Ciclev10009444m	GO:0019843,GO:0006412,GO:0005840,GO:0003735
Ciclev10009445m	
Ciclev10009446m	
Ciclev10009447m	GO:0006355,GO:0003700
Ciclev10009448m	GO:0008168
Ciclev10009449m	
Ciclev10009450m	GO:0016020
Ciclev10009451m	GO:0031072
Ciclev10009452m	GO:0007264,GO:0005622,GO:0005525
Ciclev10009453m	GO:0016491,GO:0016209
Ciclev10009454m	GO:0009103
Ciclev10009455m	
Ciclev10009456m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009457m	
Ciclev10009458m	GO:0009055,GO:0005507
Ciclev10009459m	
Ciclev10009460m	
Ciclev10009461m	
Ciclev10009462m	
Ciclev10009463m	GO:0008168
Ciclev10009464m	
Ciclev10009465m	
Ciclev10009466m	GO:0016021,GO:0006810
Ciclev10009467m	GO:0008168
Ciclev10009468m	
Ciclev10009469m	
Ciclev10009470m	
Ciclev10009471m	GO:0055114,GO:0016491
Ciclev10009472m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10009473m	
Ciclev10009474m	
Ciclev10009475m	
Ciclev10009476m	
Ciclev10009477m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009478m	GO:0006413,GO:0003743
Ciclev10009479m	GO:0007264,GO:0005622,GO:0005525
Ciclev10009480m	
Ciclev10009481m	GO:0006468,GO:0005524,GO:0004672
Ciclev10009482m	
Ciclev10009483m	GO:0015031,GO:0008565,GO:0005743
Ciclev10009484m	GO:0006355,GO:0003700
Ciclev10009485m	GO:0009116
Ciclev10009486m	
Ciclev10009487m	
Ciclev10009488m	
Ciclev10009489m	
Ciclev10009490m	
Ciclev10009491m	
Ciclev10009492m	GO:0006281,GO:0004519
Ciclev10009493m	
Ciclev10009494m	GO:0006351,GO:0003899,GO:0003677
Ciclev10009495m	
Ciclev10009496m	
Ciclev10009497m	
Ciclev10009498m	
Ciclev10009499m	
Ciclev10009500m	GO:0051087,GO:0005737,GO:0001671
Ciclev10009501m	
Ciclev10009502m	
Ciclev10009503m	
Ciclev10009504m	GO:0006351,GO:0003899,GO:0003677,GO:0005634
Ciclev10009505m	
Ciclev10009506m	GO:0004869
Ciclev10009507m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10009508m	GO:0006351,GO:0003899,GO:0003677,GO:0005634
Ciclev10009509m	
Ciclev10009510m	
Ciclev10009511m	
Ciclev10009512m	
Ciclev10009513m	
Ciclev10009514m	
Ciclev10009515m	
Ciclev10009516m	
Ciclev10009517m	
Ciclev10009518m	
Ciclev10009519m	
Ciclev10009520m	
Ciclev10009521m	
Ciclev10009522m	GO:0043565,GO:0006355,GO:0003700
Ciclev10009523m	GO:0050662,GO:0044237,GO:0003824
Ciclev10009524m	GO:0005515
Ciclev10009525m	GO:0050662,GO:0044237,GO:0003824
Ciclev10009526m	GO:0006355,GO:0003700
Ciclev10009527m	
Ciclev10009528m	
Ciclev10009529m	
Ciclev10009530m	GO:0003824
Ciclev10009531m	
Ciclev10009532m	GO:0016984,GO:0015977
Ciclev10009533m	
Ciclev10009534m	GO:0015031
Ciclev10009535m	
Ciclev10009536m	
Ciclev10009537m	
Ciclev10009538m	
Ciclev10009539m	
Ciclev10009540m	GO:0006355,GO:0003700
Ciclev10009541m	GO:0030599,GO:0004857
Ciclev10009542m	
Ciclev10009543m	
Ciclev10009544m	GO:0016192,GO:0016021
Ciclev10009545m	
Ciclev10009546m	
Ciclev10009547m	
Ciclev10009548m	
Ciclev10009549m	
Ciclev10009550m	
Ciclev10009551m	
Ciclev10009552m	GO:0005198
Ciclev10009553m	
Ciclev10009554m	GO:0006796
Ciclev10009555m	
Ciclev10009556m	GO:0050662,GO:0044237,GO:0003824
Ciclev10009557m	
Ciclev10009558m	
Ciclev10009559m	
Ciclev10009560m	
Ciclev10009561m	
Ciclev10009562m	GO:0005975,GO:0004553,GO:0048046,GO:0016762,GO:0006073,GO:0005618
Ciclev10009563m	
Ciclev10009564m	
Ciclev10009565m	GO:0006413,GO:0003743
Ciclev10009566m	
Ciclev10009567m	
Ciclev10009568m	
Ciclev10009569m	
Ciclev10009570m	GO:0006412,GO:0004045
Ciclev10009571m	
Ciclev10009572m	
Ciclev10009573m	
Ciclev10009574m	
Ciclev10009575m	GO:0009055,GO:0005507
Ciclev10009576m	
Ciclev10009577m	
Ciclev10009578m	GO:0051536,GO:0009055
Ciclev10009579m	GO:0003676
Ciclev10009580m	
Ciclev10009581m	
Ciclev10009582m	
Ciclev10009583m	
Ciclev10009584m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10009585m	
Ciclev10009586m	
Ciclev10009587m	GO:0006281,GO:0004519
Ciclev10009588m	
Ciclev10009589m	
Ciclev10009590m	GO:0004519,GO:0006281
Ciclev10009591m	
Ciclev10009592m	
Ciclev10009593m	GO:0006355,GO:0003700
Ciclev10009594m	GO:0016787,GO:0008270
Ciclev10009595m	
Ciclev10009596m	
Ciclev10009597m	GO:0009116
Ciclev10009598m	
Ciclev10009599m	
Ciclev10009600m	
Ciclev10009601m	
Ciclev10009602m	GO:0007049,GO:0005634
Ciclev10009603m	
Ciclev10009604m	GO:0007049,GO:0005634
Ciclev10009605m	GO:0009073,GO:0004106
Ciclev10009606m	
Ciclev10009607m	
Ciclev10009608m	
Ciclev10009609m	GO:0009116
Ciclev10009610m	GO:0006413,GO:0003743
Ciclev10009611m	GO:0009116
Ciclev10009612m	
Ciclev10009613m	
Ciclev10009614m	GO:0008171
Ciclev10009615m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10009616m	GO:0003676
Ciclev10009617m	
Ciclev10009618m	
Ciclev10009619m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10009620m	
Ciclev10009621m	
Ciclev10009622m	GO:0005488
Ciclev10009623m	GO:0043565,GO:0005622,GO:0003677
Ciclev10009624m	GO:0045454,GO:0015035,GO:0009055,GO:0006662
Ciclev10009625m	
Ciclev10009626m	
Ciclev10009627m	GO:0051536,GO:0009055
Ciclev10009628m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10009629m	
Ciclev10009630m	
Ciclev10009631m	
Ciclev10009632m	
Ciclev10009633m	
Ciclev10009634m	
Ciclev10009635m	GO:0008152,GO:0008080
Ciclev10009636m	GO:0003723,GO:0003735,GO:0006412,GO:0005622,GO:0005840
Ciclev10009637m	
Ciclev10009638m	
Ciclev10009639m	
Ciclev10009640m	
Ciclev10009641m	
Ciclev10009642m	GO:0016020,GO:0009055,GO:0008137
Ciclev10009643m	GO:0033177,GO:0015991,GO:0015078
Ciclev10009644m	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509
Ciclev10009645m	GO:0005525
Ciclev10009646m	GO:0005525
Ciclev10009647m	GO:0006281,GO:0004519
Ciclev10009648m	GO:0045454,GO:0015035,GO:0009055,GO:0006662
Ciclev10009649m	GO:0009055,GO:0005507
Ciclev10009650m	
Ciclev10009651m	
Ciclev10009652m	
Ciclev10009653m	
Ciclev10009654m	GO:0003676,GO:0008270
Ciclev10009655m	GO:0003676,GO:0008270
Ciclev10009656m	GO:0003676,GO:0008270
Ciclev10009657m	
Ciclev10009658m	
Ciclev10009659m	GO:0016787,GO:0008270
Ciclev10009660m	
Ciclev10009661m	
Ciclev10009662m	
Ciclev10009663m	
Ciclev10009664m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10009665m	
Ciclev10009666m	
Ciclev10009667m	
Ciclev10009668m	
Ciclev10009669m	
Ciclev10009670m	
Ciclev10009671m	
Ciclev10009672m	
Ciclev10009673m	
Ciclev10009674m	
Ciclev10009675m	
Ciclev10009676m	
Ciclev10009677m	
Ciclev10009678m	
Ciclev10009679m	GO:0055114,GO:0020037,GO:0006979,GO:0004601
Ciclev10009680m	
Ciclev10009681m	
Ciclev10009682m	
Ciclev10009683m	
Ciclev10009684m	GO:0046080,GO:0016787
Ciclev10009685m	GO:0030833,GO:0005856
Ciclev10009686m	GO:0046080,GO:0016787
Ciclev10009687m	
Ciclev10009688m	GO:0016021
Ciclev10009689m	
Ciclev10009690m	
Ciclev10009691m	
Ciclev10009692m	
Ciclev10009693m	GO:0051536,GO:0009055
Ciclev10009694m	GO:0055114,GO:0006098,GO:0004616,GO:0016491
Ciclev10009695m	
Ciclev10009696m	GO:0006457
Ciclev10009697m	
Ciclev10009698m	
Ciclev10009699m	
Ciclev10009700m	
Ciclev10009701m	
Ciclev10009702m	
Ciclev10009703m	
Ciclev10009704m	
Ciclev10009705m	
Ciclev10009706m	GO:0016984,GO:0015977
Ciclev10009707m	GO:0016984,GO:0015977
Ciclev10009708m	
Ciclev10009709m	
Ciclev10009710m	
Ciclev10009711m	
