Phpat.001G000100.1	GO:0005089
Phpat.003G123100.1	GO:0004665,GO:0008977,GO:0006571,GO:0055114,GO:0016616,GO:0048037,GO:0004616,GO:0006098,GO:0016491
Phpat.003G123100.2	GO:0004665,GO:0008977,GO:0006571,GO:0055114,GO:0016616,GO:0048037,GO:0004616,GO:0006098,GO:0016491
Phpat.003G123200.1	
Phpat.003G123300.1	GO:0005515
Phpat.003G123400.1	GO:0045454
Phpat.003G123500.1	GO:0008299
Phpat.003G123600.1	
Phpat.003G123700.1	GO:0005515
Phpat.003G123800.1	
Phpat.003G123900.1	
Phpat.003G124000.1	GO:0005215,GO:0006814,GO:0055085,GO:0016020,GO:0015105,GO:0016021,GO:0015137,GO:0015746
Phpat.003G124000.2	GO:0005215,GO:0006814,GO:0055085,GO:0016020,GO:0015105,GO:0016021,GO:0015137,GO:0015746
Phpat.003G124100.1	GO:0016747,GO:0008152
Phpat.003G124200.1	GO:0045454
Phpat.003G124200.2	GO:0045454
Phpat.003G124200.3	GO:0045454
Phpat.003G124300.1	GO:0003677,GO:0046983
Phpat.003G124400.1	GO:0003677,GO:0046983
Phpat.003G124500.1	GO:0005515
Phpat.003G124600.1	
Phpat.003G124700.1	GO:0000166,GO:0046872,GO:0003824,GO:0008152
Phpat.003G124800.1	
Phpat.003G124800.2	
Phpat.003G124800.3	
Phpat.003G124800.4	
Phpat.003G124900.1	GO:0005215,GO:0006810,GO:0016020
Phpat.003G125000.1	GO:0003677,GO:0046983,GO:0003700,GO:0006355,GO:0005634
Phpat.003G125100.1	
Phpat.003G125200.1	
Phpat.003G125300.1	
Phpat.003G125400.1	GO:0005524,GO:0030272,GO:0009396
Phpat.003G125500.1	
Phpat.003G125600.1	
Phpat.003G125700.1	
Phpat.003G125800.1	
Phpat.003G125900.1	GO:0003723,GO:0003743,GO:0005850
Phpat.003G125900.2	GO:0003723,GO:0003743,GO:0005850
Phpat.003G126000.1	
Phpat.003G126000.2	
Phpat.003G126000.3	
Phpat.003G126000.4	
Phpat.003G126100.1	GO:0006629
Phpat.003G126200.1	GO:0000287,GO:0004743,GO:0030955,GO:0006096
Phpat.003G126300.1	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
Phpat.003G126400.1	GO:0031072
Phpat.003G126400.10	GO:0031072
Phpat.003G126400.11	GO:0031072
Phpat.003G126400.12	GO:0031072
Phpat.003G126400.13	GO:0031072
Phpat.003G126400.2	GO:0031072
Phpat.003G126400.3	GO:0031072
Phpat.003G126400.4	GO:0031072
Phpat.003G126400.5	GO:0031072
Phpat.003G126400.6	GO:0031072
Phpat.003G126400.7	GO:0031072
Phpat.003G126400.8	
Phpat.003G126400.9	GO:0031072
Phpat.003G126500.1	
Phpat.003G126600.1	
Phpat.003G126700.1	GO:0005515
Phpat.003G126800.1	GO:0005515
Phpat.003G126800.2	GO:0005515
Phpat.003G126800.3	GO:0005515
Phpat.003G126900.1	
Phpat.003G127000.1	
Phpat.003G127100.1	
Phpat.003G127200.1	
Phpat.003G127300.1	GO:0030599,GO:0042545,GO:0005618
Phpat.003G127400.1	
Phpat.003G127500.1	
Phpat.003G127600.1	GO:0016491,GO:0016706,GO:0055114
Phpat.003G127700.1	GO:0016491,GO:0008152,GO:0003824,GO:0050662,GO:0044237
Phpat.003G127700.2	GO:0016491,GO:0008152,GO:0003824,GO:0050662,GO:0044237
Phpat.003G127700.3	GO:0016491,GO:0008152,GO:0003824,GO:0050662,GO:0044237
Phpat.003G127800.1	GO:0004842,GO:0016567,GO:0000151
Phpat.003G127900.1	
Phpat.003G127900.2	
Phpat.003G128000.1	
Phpat.003G128100.1	
Phpat.003G128100.2	
Phpat.003G128200.1	GO:0003676
Phpat.003G128200.2	GO:0003676
Phpat.003G128300.1	GO:0042254,GO:0005634
Phpat.003G128400.1	GO:0008168,GO:0008152
Phpat.003G128500.1	
Phpat.003G128600.1	
Phpat.003G128700.1	
Phpat.003G128800.1	
Phpat.003G128800.2	
Phpat.003G128900.1	
Phpat.003G129000.1	
Phpat.003G129000.2	
Phpat.003G129000.3	
Phpat.003G129100.1	GO:0004672,GO:0005524,GO:0006468
Phpat.003G129200.1	
Phpat.003G129300.1	GO:0005515
Phpat.003G129400.1	GO:0005351,GO:0008643,GO:0000139,GO:0016021
Phpat.003G129500.1	
Phpat.003G129600.1	
Phpat.003G129600.2	
Phpat.003G129700.1	
Phpat.003G129800.1	GO:0003700,GO:0043565,GO:0006355
Phpat.003G129900.1	
Phpat.003G130000.1	
Phpat.003G130100.1	
Phpat.003G130200.1	
Phpat.003G130300.1	GO:0016811,GO:0008152
Phpat.003G130400.1	GO:0004252,GO:0006508
Phpat.003G130400.2	GO:0004252,GO:0006508
Phpat.003G130400.3	
Phpat.003G130500.1	
Phpat.003G130600.1	GO:0005094,GO:0005737
Phpat.003G130700.1	GO:0005094,GO:0005737
Phpat.003G130800.1	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.003G130900.1	
Phpat.003G130900.2	
Phpat.003G131000.1	
Phpat.003G131100.1	
Phpat.003G131200.1	
Phpat.003G131300.1	
Phpat.003G131400.1	
Phpat.003G131500.1	GO:0016740,GO:0009058
Phpat.003G131500.2	GO:0016740,GO:0009058
Phpat.003G131600.1	
Phpat.003G131700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.003G131800.1	GO:0003677
Phpat.003G131900.1	
Phpat.003G132000.1	
Phpat.003G132100.1	
Phpat.003G132100.2	
Phpat.003G132100.3	
Phpat.003G132100.4	
Phpat.003G132200.1	
Phpat.003G132300.1	
Phpat.003G132400.1	
Phpat.003G132500.1	
Phpat.003G132600.1	
Phpat.003G132700.1	GO:0003677,GO:0046983
Phpat.003G132800.1	GO:0005524,GO:0016887,GO:0016020
Phpat.003G132800.2	GO:0005524,GO:0016887,GO:0016020
Phpat.003G132900.1	GO:0051205,GO:0016021
Phpat.003G132900.2	GO:0051205,GO:0016021
Phpat.003G133000.1	
Phpat.003G133100.1	
Phpat.003G133200.1	GO:0019058
Phpat.003G133300.1	GO:0016787,GO:0006541
Phpat.003G133400.1	
Phpat.003G133500.1	
Phpat.003G133600.1	GO:0005515
Phpat.003G133700.1	
Phpat.003G133700.2	
Phpat.003G133700.3	
Phpat.003G133800.1	
Phpat.003G133900.1	
Phpat.003G134000.1	GO:0003700,GO:0006355
Phpat.003G134100.1	
Phpat.003G134200.1	GO:0003676
Phpat.003G134300.1	
Phpat.003G134400.1	GO:0005515
Phpat.003G134500.1	GO:0001104,GO:0006357,GO:0016592
Phpat.003G134500.2	GO:0001104,GO:0006357,GO:0016592
Phpat.003G134600.1	GO:0005515,GO:0004871,GO:0009416
Phpat.003G134600.2	GO:0005515,GO:0004871,GO:0009416
Phpat.003G134700.1	
Phpat.003G134800.1	GO:0005515
Phpat.003G134900.1	
Phpat.003G135000.1	GO:0005515
Phpat.003G135100.1	
Phpat.003G135200.1	
Phpat.003G135300.1	
Phpat.003G135400.1	
Phpat.003G135500.1	
Phpat.003G135600.1	
Phpat.003G135700.1	
Phpat.003G135800.1	
Phpat.003G135800.2	
Phpat.003G135900.1	
Phpat.003G135900.2	
Phpat.003G136000.1	GO:0003993
Phpat.003G136000.2	GO:0003993
Phpat.003G136000.3	GO:0003993
Phpat.003G136100.1	
Phpat.003G136200.1	GO:0016760,GO:0030244,GO:0016020
Phpat.003G136300.1	
Phpat.003G136300.2	
Phpat.003G136300.3	
Phpat.003G136300.4	
Phpat.003G136300.5	
Phpat.003G136300.6	
Phpat.003G136400.1	
Phpat.003G136400.2	
Phpat.003G136500.1	GO:0005515
Phpat.003G136500.2	GO:0005515
Phpat.003G136600.1	
Phpat.003G136600.2	
Phpat.003G136700.1	GO:0004601,GO:0020037,GO:0006979,GO:0055114
Phpat.003G136800.1	GO:0004601,GO:0020037,GO:0006979,GO:0055114
Phpat.003G136900.1	
Phpat.003G137000.1	
Phpat.003G137100.1	
Phpat.003G137100.2	
Phpat.003G137200.1	GO:0003677
Phpat.003G137300.1	
Phpat.003G137400.1	
Phpat.003G137400.2	
Phpat.003G137500.1	GO:0005524,GO:0016887,GO:0016020
Phpat.003G137600.1	
Phpat.003G137700.1	
Phpat.003G137700.2	
Phpat.003G137700.3	
Phpat.003G137700.4	
Phpat.003G137800.1	
Phpat.003G137800.2	
Phpat.003G137800.3	
Phpat.003G137900.1	GO:0000179,GO:0008649,GO:0000154,GO:0008168
Phpat.003G138000.1	GO:0043565,GO:0005622
Phpat.003G138000.2	GO:0043565,GO:0005622
Phpat.003G138100.1	
Phpat.003G138200.1	GO:0003677
Phpat.003G138300.1	GO:0016021
Phpat.003G138300.2	GO:0016021
Phpat.003G138400.1	GO:0006629
Phpat.003G138500.1	GO:0008270,GO:0005622,GO:0005515
Phpat.003G138600.1	GO:0030599,GO:0042545,GO:0005618
Phpat.003G138700.1	
Phpat.003G138800.1	
Phpat.003G138900.1	
Phpat.003G139000.1	GO:0016491,GO:0051537,GO:0055114,GO:0009496,GO:0042651
Phpat.003G139100.1	
Phpat.003G139200.1	GO:0030599,GO:0042545,GO:0005618
Phpat.003G139300.1	
Phpat.003G139400.1	GO:0030599,GO:0042545,GO:0005618
Phpat.003G139500.1	GO:0004672,GO:0005524,GO:0006468
Phpat.003G139600.1	GO:0016491,GO:0050660,GO:0055114,GO:0009055,GO:0008033,GO:0045454,GO:0005737
Phpat.003G139600.2	GO:0016491,GO:0050660,GO:0055114,GO:0045454,GO:0005737
Phpat.003G139700.1	GO:0008652
Phpat.003G139800.1	
Phpat.003G139900.1	
Phpat.003G140000.1	GO:0006511,GO:0007275,GO:0005634
Phpat.003G140100.1	
Phpat.003G140100.2	
Phpat.003G140200.1	GO:0016020
Phpat.003G140300.1	GO:0031072
Phpat.003G140300.2	GO:0031072
Phpat.003G140400.1	
Phpat.003G140500.1	GO:0004671,GO:0006481,GO:0016021
Phpat.003G140500.2	GO:0004671,GO:0006481,GO:0016021
Phpat.003G140600.1	
Phpat.003G140600.2	
Phpat.003G140600.3	
Phpat.003G140700.1	
Phpat.003G140700.2	
Phpat.003G140800.1	
Phpat.003G140800.2	
Phpat.003G140900.1	
Phpat.003G141000.1	GO:0005515,GO:0003677,GO:0005634
Phpat.003G141100.1	
Phpat.003G141200.1	
Phpat.003G141300.1	
Phpat.003G141400.1	
Phpat.003G141400.2	
Phpat.003G141400.3	
Phpat.003G141400.4	
Phpat.003G141500.1	
Phpat.003G141500.2	
Phpat.003G141500.3	
Phpat.003G141500.4	
Phpat.003G141600.1	
Phpat.003G141700.1	GO:0004252,GO:0006508,GO:0042802,GO:0043086
Phpat.003G141800.1	
Phpat.003G141800.2	
Phpat.003G141900.1	GO:0003735,GO:0006412,GO:0005840
Phpat.003G142000.1	GO:0016597,GO:0008152
Phpat.003G142000.2	GO:0016597,GO:0008152
Phpat.003G142000.3	GO:0016597,GO:0008152
Phpat.003G142100.1	
Phpat.003G142200.1	
Phpat.003G142300.1	
Phpat.003G142400.1	
Phpat.003G142400.2	
Phpat.003G142500.1	
Phpat.003G142600.1	
Phpat.003G142700.1	GO:0005488,GO:0005515
Phpat.003G142800.1	
Phpat.003G142800.2	
Phpat.003G142800.3	
Phpat.003G142800.4	
Phpat.003G142800.5	
Phpat.003G142800.6	
Phpat.003G142800.7	
Phpat.003G142800.8	
Phpat.003G142900.1	GO:0015031
Phpat.003G142900.2	GO:0015031
Phpat.003G142900.3	GO:0015031
Phpat.003G143000.1	GO:0044237
Phpat.003G143100.1	
Phpat.003G143200.1	
Phpat.003G143300.1	
Phpat.003G143300.2	
Phpat.003G143300.3	
Phpat.003G143300.4	
Phpat.003G143400.1	
Phpat.003G143500.1	
Phpat.003G143500.2	
Phpat.003G143500.3	
Phpat.003G143500.4	
Phpat.003G143600.1	GO:0030599,GO:0042545,GO:0005618,GO:0004857
Phpat.003G143700.1	GO:0005515,GO:0016070
Phpat.003G143800.1	
Phpat.003G143900.1	GO:0009987,GO:0016787
Phpat.003G144000.1	
Phpat.003G144100.1	
Phpat.003G144200.1	
Phpat.003G144300.1	GO:0016810,GO:0006807
Phpat.003G144400.1	GO:0003723,GO:0003964,GO:0006278
Phpat.003G144400.2	GO:0003723,GO:0003964,GO:0006278
Phpat.003G144500.1	GO:0015078,GO:0015991,GO:0033177
Phpat.003G144600.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.003G144600.2	GO:0004672,GO:0005524,GO:0006468
Phpat.003G144700.1	GO:0003723
Phpat.003G144700.2	GO:0003723
Phpat.003G144700.3	
Phpat.003G144800.1	GO:0043565
Phpat.003G144800.2	GO:0043565
Phpat.003G144800.3	GO:0043565
Phpat.003G144900.1	GO:0004672,GO:0005524,GO:0006468
Phpat.003G144900.2	GO:0004672,GO:0005524,GO:0006468
Phpat.003G145000.1	
Phpat.003G145100.1	
Phpat.003G145200.1	GO:0016788,GO:0006505,GO:0006886,GO:0031227
Phpat.003G145200.2	GO:0016788,GO:0006505,GO:0006886,GO:0031227
Phpat.003G145200.3	GO:0016788,GO:0006505,GO:0006886,GO:0031227
Phpat.003G145300.1	GO:0008270
Phpat.003G145400.1	
Phpat.003G145500.1	GO:0003723
Phpat.003G145500.2	GO:0003723
Phpat.003G145500.3	GO:0003723
Phpat.003G145600.1	GO:0003723
Phpat.003G145700.1	GO:0003677
Phpat.003G145800.1	GO:0005524,GO:0008033,GO:0004161,GO:0009058
Phpat.003G145800.2	GO:0005524,GO:0008033,GO:0004161,GO:0009058
Phpat.003G145900.1	
Phpat.003G146000.1	GO:0016758,GO:0016021
Phpat.003G146100.1	
Phpat.003G146200.1	
Phpat.003G146200.2	
Phpat.003G146300.1	
Phpat.003G146400.1	
Phpat.003G146500.1	GO:0004842,GO:0008270
Phpat.003G146500.2	GO:0004842,GO:0008270
Phpat.003G146600.1	
Phpat.003G146700.1	GO:0005515,GO:0016070
Phpat.003G146700.2	GO:0005515,GO:0016070
Phpat.003G146800.1	GO:0009055,GO:0016491,GO:0055114
Phpat.003G146800.2	GO:0009055,GO:0016491,GO:0055114
Phpat.003G146900.1	
Phpat.003G147000.1	
Phpat.003G147100.1	
Phpat.003G147100.2	
Phpat.003G147200.1	GO:0005515
Phpat.003G147300.1	GO:0015079,GO:0071805,GO:0016020
Phpat.003G147400.1	GO:0005524,GO:0003677,GO:0016787,GO:0009378,GO:0006281,GO:0006310,GO:0003887,GO:0006260,GO:0009360
Phpat.003G147500.1	
Phpat.003G147600.1	
Phpat.003G147700.1	GO:0008158,GO:0016020
Phpat.003G147700.2	GO:0008158,GO:0016020
Phpat.003G147700.3	GO:0008158,GO:0016020
Phpat.003G147700.4	GO:0008158,GO:0016020
Phpat.003G147700.5	GO:0008158,GO:0016020
Phpat.003G147800.1	
Phpat.003G147900.1	
Phpat.003G148000.1	
Phpat.003G148100.1	
Phpat.003G148200.1	GO:0006511
Phpat.003G148200.2	GO:0006511
Phpat.003G148300.1	
Phpat.003G148300.2	
Phpat.003G148300.3	
Phpat.003G148300.4	
Phpat.003G148400.1	
Phpat.003G148500.1	GO:0005529
Phpat.003G148600.1	GO:0005515,GO:0004871,GO:0009416
Phpat.003G148600.2	GO:0004871,GO:0009416
Phpat.003G148600.3	GO:0004871,GO:0009416
Phpat.003G148700.1	GO:0004871,GO:0009416
Phpat.003G148800.1	GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634
Phpat.003G148900.1	
Phpat.003G149000.1	GO:0008762,GO:0016491,GO:0050660,GO:0055114,GO:0003885,GO:0016020
Phpat.003G149100.1	
Phpat.003G149100.2	
Phpat.003G149100.3	
Phpat.003G149200.1	
Phpat.003G149200.2	
Phpat.003G149300.1	GO:0047134,GO:0055114
Phpat.003G149400.1	
Phpat.003G149500.1	GO:0004672,GO:0005524,GO:0006468
Phpat.003G149500.2	GO:0004672,GO:0005524,GO:0006468
Phpat.003G149500.3	GO:0004672,GO:0005524,GO:0006468
Phpat.003G149500.4	GO:0004672,GO:0005524,GO:0006468
Phpat.003G149600.1	GO:0003824,GO:0008152
Phpat.003G149700.1	GO:0005515
Phpat.003G149800.1	
Phpat.003G149900.1	
Phpat.003G150000.1	
Phpat.003G150100.1	
Phpat.003G150200.1	GO:0005515
Phpat.003G150200.2	
Phpat.003G150300.1	GO:0005515
Phpat.003G150300.2	GO:0005515
Phpat.003G150400.1	
Phpat.003G150400.2	
Phpat.003G150400.3	
Phpat.003G150400.4	
Phpat.003G150400.5	
Phpat.003G150400.6	
Phpat.003G150500.1	GO:0016020
Phpat.003G150500.2	GO:0016020
Phpat.003G150600.1	GO:0005515,GO:0043531
Phpat.003G150700.1	
Phpat.003G150800.1	
Phpat.004G000100.1	
Phpat.004G000200.1	GO:0004672,GO:0005524,GO:0006468
Phpat.004G000300.1	
Phpat.004G000400.1	
Phpat.004G000400.2	
Phpat.004G000400.3	
Phpat.004G000400.4	
Phpat.004G000400.5	
Phpat.004G000400.6	
Phpat.004G000400.7	
Phpat.004G000500.1	
Phpat.004G000600.1	GO:0008270
Phpat.004G000700.1	GO:0042254
Phpat.004G000800.1	
Phpat.004G000900.1	
Phpat.004G001000.1	
Phpat.004G001100.1	
Phpat.004G001200.1	GO:0005524
Phpat.004G001300.1	
Phpat.004G001400.1	
Phpat.004G001500.1	GO:0003700,GO:0043565,GO:0006355,GO:0005515
Phpat.004G001500.2	GO:0003700,GO:0043565,GO:0006355,GO:0005515
Phpat.004G001600.1	
Phpat.004G001700.1	
Phpat.004G001800.1	GO:0008233,GO:0006465,GO:0005787,GO:0016021
Phpat.004G001900.1	GO:0005215,GO:0006810,GO:0016020
Phpat.004G001900.2	GO:0005215,GO:0006810,GO:0016020
Phpat.004G002000.1	GO:0003677,GO:0046983,GO:0003700,GO:0006355,GO:0005634
Phpat.004G002000.2	GO:0003677,GO:0046983,GO:0003700,GO:0006355,GO:0005634
Phpat.004G002100.1	
Phpat.004G002200.1	GO:0016787
Phpat.004G002200.2	GO:0016787
Phpat.004G002300.1	GO:0005524,GO:0051082,GO:0006457,GO:0006950
Phpat.004G002400.1	GO:0003677,GO:0008270,GO:0006355
Phpat.004G002400.2	GO:0003677,GO:0008270,GO:0006355
Phpat.004G002500.1	
Phpat.004G002600.1	
Phpat.004G002700.1	
Phpat.004G002800.1	
Phpat.004G002900.1	
Phpat.004G003000.1	
Phpat.004G003100.1	GO:0042578
Phpat.004G003200.1	GO:0004512,GO:0006021,GO:0008654
Phpat.004G003300.1	GO:0005515
Phpat.004G003300.2	GO:0005515
Phpat.004G003300.3	GO:0005515
Phpat.004G003400.1	GO:0003824
Phpat.004G003500.1	GO:0003824,GO:0005524,GO:0008641,GO:0006464
Phpat.004G003500.2	GO:0003824,GO:0005524,GO:0008641,GO:0006464
Phpat.004G003600.1	GO:0016705,GO:0016117,GO:0016491,GO:0055114
Phpat.004G003600.2	GO:0016705,GO:0016117,GO:0016491,GO:0055114
Phpat.004G003600.3	GO:0016705,GO:0016117,GO:0016491,GO:0055114
Phpat.004G003600.4	GO:0016705,GO:0016117,GO:0016491,GO:0055114
Phpat.004G003700.1	GO:0004601,GO:0020037,GO:0006979,GO:0055114
Phpat.004G003700.2	GO:0004601,GO:0020037,GO:0006979,GO:0055114
Phpat.004G003700.3	GO:0004601,GO:0020037,GO:0006979,GO:0055114
Phpat.004G003800.1	
Phpat.004G003900.1	GO:0003824,GO:0016020
Phpat.004G003900.2	GO:0003824,GO:0016020
Phpat.004G003900.3	GO:0003824,GO:0016020
Phpat.004G004000.1	
Phpat.004G004100.1	
Phpat.004G004200.1	GO:0016491,GO:0020037,GO:0051536,GO:0055114
Phpat.004G004200.2	GO:0016491,GO:0020037,GO:0051536,GO:0055114
Phpat.004G004200.3	GO:0016491,GO:0020037,GO:0051536,GO:0055114
Phpat.004G004300.1	
Phpat.004G004400.1	GO:0003937,GO:0004643,GO:0006164
Phpat.004G004400.2	GO:0003937,GO:0004643,GO:0006164
Phpat.004G004500.1	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.004G004600.1	
Phpat.004G004700.1	GO:0031072
Phpat.004G004800.1	
Phpat.004G004900.1	
Phpat.004G005000.1	
Phpat.004G005100.1	
Phpat.004G005200.1	
Phpat.004G005200.2	
Phpat.004G005300.1	GO:0003676
Phpat.004G005300.2	GO:0003676
Phpat.004G005300.3	GO:0003676
Phpat.004G005300.4	GO:0003676
Phpat.004G005300.5	GO:0003676
Phpat.004G005300.6	GO:0003676
Phpat.004G005400.1	
Phpat.004G005500.1	GO:0004672,GO:0005524,GO:0006468
Phpat.004G005500.2	GO:0004672,GO:0005524,GO:0006468
Phpat.004G005600.1	GO:0005622
Phpat.004G005700.1	
Phpat.004G005800.1	GO:0005515
Phpat.004G005900.1	GO:0003779,GO:0007010
Phpat.004G005900.2	GO:0003779,GO:0007010
Phpat.004G006000.1	GO:0005515
Phpat.004G006000.2	GO:0005515
Phpat.004G006100.1	GO:0003843,GO:0006075,GO:0000148,GO:0016020
Phpat.004G006200.1	
Phpat.004G006300.1	GO:0008168,GO:0005737,GO:0008276,GO:0006479,GO:0008152
Phpat.004G006400.1	GO:0006629
Phpat.004G006500.1	
Phpat.004G006600.1	
Phpat.004G006600.2	
Phpat.004G006700.1	GO:0004252,GO:0006508
Phpat.004G006700.2	GO:0004252,GO:0006508
Phpat.004G006800.1	
Phpat.004G006900.1	GO:0051258,GO:0043234,GO:0003924,GO:0005525,GO:0006184
Phpat.004G007000.1	GO:0051258,GO:0043234,GO:0003924,GO:0005525,GO:0006184
Phpat.004G007100.1	GO:0004719,GO:0006464
Phpat.004G007200.1	
Phpat.004G007200.2	
Phpat.004G007300.1	
Phpat.004G007400.1	GO:0003677
Phpat.004G007500.1	
Phpat.004G007500.2	
Phpat.004G007500.3	
Phpat.004G007600.1	GO:0016491,GO:0016706,GO:0055114
Phpat.004G007700.1	
Phpat.004G007800.1	GO:0016747,GO:0008152
Phpat.004G007800.2	GO:0016747,GO:0008152
Phpat.004G007800.3	GO:0016747,GO:0008152
Phpat.004G007900.1	
Phpat.004G008000.1	GO:0003777,GO:0005524,GO:0007018
Phpat.004G008000.2	
Phpat.004G008100.1	
Phpat.004G008200.1	
Phpat.004G008300.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.004G008400.1	GO:0005524,GO:0016887,GO:0016020
Phpat.004G008400.2	GO:0005524,GO:0016887,GO:0016020
Phpat.004G008400.3	GO:0005524,GO:0016887,GO:0016020
Phpat.004G008500.1	
Phpat.004G008600.1	GO:0016740,GO:0009058
Phpat.004G008700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.004G008800.1	GO:0003700,GO:0006355
Phpat.004G008900.1	
Phpat.004G009000.1	
Phpat.004G009100.1	
Phpat.004G009200.1	GO:0003677
Phpat.004G009200.2	GO:0003677
Phpat.004G009200.3	GO:0003677
Phpat.004G009200.4	GO:0003677
Phpat.004G009200.5	GO:0003677
Phpat.004G009200.6	GO:0003677
Phpat.004G009200.7	GO:0003677
Phpat.004G009200.8	GO:0003677
Phpat.004G009200.9	GO:0003677
Phpat.004G009300.1	GO:0004665,GO:0008977,GO:0006571,GO:0055114,GO:0016616,GO:0048037,GO:0004616,GO:0006098,GO:0016491
Phpat.004G009300.2	GO:0004665,GO:0008977,GO:0006571,GO:0055114,GO:0016616,GO:0048037,GO:0004616,GO:0006098,GO:0016491
Phpat.004G009400.1	GO:0003700,GO:0006355
Phpat.004G009500.1	GO:0003700,GO:0006355
Phpat.004G009500.2	GO:0003700,GO:0006355
Phpat.004G009600.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.004G009600.2	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.004G009700.1	
Phpat.004G009800.1	GO:0006284
Phpat.004G009900.1	
Phpat.004G010000.1	
Phpat.004G010100.1	
Phpat.004G010200.1	
Phpat.004G010300.1	GO:0005515
Phpat.004G010400.1	
Phpat.004G010500.1	GO:0016746,GO:0016747,GO:0006633,GO:0016020
Phpat.004G010600.1	
Phpat.004G010700.1	GO:0000166,GO:0046872,GO:0003824,GO:0008152
Phpat.004G010800.1	
Phpat.004G010900.1	
Phpat.004G010900.2	
Phpat.004G010900.3	
Phpat.004G010900.4	
Phpat.004G010900.5	
Phpat.004G011000.1	GO:0006457,GO:0005737
Phpat.004G011100.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.004G011200.1	GO:0008158,GO:0016020
Phpat.004G011200.2	GO:0008158,GO:0016020
Phpat.004G011300.1	
Phpat.004G011300.2	
Phpat.004G011300.3	
Phpat.004G011400.1	
Phpat.004G011500.1	
Phpat.004G011600.1	
Phpat.004G011700.1	GO:0016998
Phpat.004G011700.2	GO:0016998
Phpat.004G011700.3	GO:0016998
Phpat.004G011800.1	
Phpat.004G011900.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.004G012000.1	
Phpat.004G012100.1	GO:0005515
Phpat.004G012200.1	GO:0004222,GO:0006508,GO:0016020
Phpat.004G012300.1	GO:0016491,GO:0016706,GO:0055114
Phpat.004G012300.2	GO:0016491,GO:0016706,GO:0055114
Phpat.004G012300.3	GO:0016491,GO:0016706,GO:0055114
Phpat.004G012300.4	GO:0016491,GO:0016706,GO:0055114
Phpat.004G012300.5	GO:0016491,GO:0016706,GO:0055114
Phpat.004G012400.1	
Phpat.004G012500.1	
Phpat.004G012500.2	
Phpat.004G012600.1	
Phpat.004G012600.2	
Phpat.004G012700.1	GO:0046933,GO:0046961,GO:0015986,GO:0045261
Phpat.004G012700.2	GO:0046933,GO:0046961,GO:0015986,GO:0045261
Phpat.004G012800.1	GO:0005515
Phpat.004G012800.2	GO:0005515
Phpat.004G012800.3	GO:0005515
Phpat.004G012800.4	GO:0005515
Phpat.004G012900.1	GO:0015031
Phpat.004G013000.1	GO:0016021
Phpat.004G013000.2	GO:0016021
Phpat.004G013000.3	GO:0016021
Phpat.004G013000.4	GO:0016021
Phpat.004G013000.5	GO:0016021
Phpat.004G013100.1	
Phpat.004G013200.1	GO:0005515
Phpat.004G013200.2	GO:0005515
Phpat.004G013200.3	GO:0005515
Phpat.004G013300.1	GO:0004177,GO:0006508
Phpat.004G013400.1	
Phpat.004G013400.2	
Phpat.004G013500.1	GO:0000774,GO:0042803,GO:0051087,GO:0006457
Phpat.004G013600.1	GO:0045735
Phpat.004G013700.1	
Phpat.004G013700.2	
Phpat.004G013700.3	
Phpat.004G013800.1	GO:0005515
Phpat.004G013800.2	GO:0005515
Phpat.004G013900.1	GO:0003677,GO:0046983
Phpat.004G013900.2	
Phpat.004G013900.3	
Phpat.004G013900.4	
Phpat.004G014000.1	GO:0045454
Phpat.004G014100.1	GO:0045454
Phpat.004G014100.2	GO:0045454
Phpat.004G014100.3	
Phpat.004G014100.4	
Phpat.004G014200.1	
Phpat.004G014300.1	
Phpat.004G014400.1	
Phpat.004G014500.1	
Phpat.004G014600.1	GO:0004371,GO:0006071
Phpat.004G014600.2	GO:0004371,GO:0006071
Phpat.004G014600.3	GO:0004371,GO:0006071
Phpat.004G014600.4	GO:0004371,GO:0006071
Phpat.004G014600.5	GO:0004371,GO:0006071
Phpat.004G014700.1	GO:0003677,GO:0005634,GO:0008270
Phpat.004G014700.2	GO:0003677,GO:0005634,GO:0008270
Phpat.004G014700.3	GO:0003677,GO:0005634,GO:0008270
Phpat.004G014700.4	GO:0003677,GO:0005634,GO:0008270
Phpat.004G014800.1	
Phpat.004G014800.2	
Phpat.004G014800.3	
Phpat.004G014900.1	
Phpat.004G015000.1	
Phpat.004G015100.1	
Phpat.004G015200.1	
Phpat.004G015300.1	GO:0004672,GO:0005524,GO:0006468
Phpat.004G015400.1	
Phpat.004G015500.1	
Phpat.004G015600.1	
Phpat.004G015700.1	
Phpat.004G015700.2	
